YearOfDeclaration,QuarterOfDeclaration,MonthOfDeclaration,DayOfDeclaration,ConsignorCountry,EntryBIPcountryISOcode,BorderInspectionPost,ConsigneeCountry,ImporterCountry,CountryOfOrigin,CountryFromWhereConsigned,DeliveryISO,DeliveryType,ForRe_import,ForInternalMarket,GrossWeight_Kg,TotalNetWeight_Kg,TransshipmentExitBIPcountryISOcode,ExitBIPcountryTransit,DocumentaryCheck,IdentityCheck,PhysicalCheck,LaboratoryTests1,TestedFor,Results1,AcceptableForTranshipment,TranshipmentBIP,TranshipmentEUBIP,TranshipmentUnitNumber,TransitTo3rdCountry,TransitExitBIP,TracesUnitNumber,AcceptableForInternalMarket,AcceptableForSpecificWarehouseProcedure_Article12.4and13,NotAcceptable,RefusalReasons,DateOfSignature,YearOfDecision,QuarterOfDecision,MonthOfDecision,DayOfDecision,Commodity,Commodity_List,Species,Species_List,LaboratoryTests2
2017,Q4,10,9,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,3051,2509,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-09,2017,Q4,10,9,3028990,03024600|03028180|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03074220,Caranx Spp,Acanthopagrus Spp|Acanthurus Monroviae|Caranx Spp|Chanos Chanos|Eleutheronema Spp|Lates Calcarifer|Lethrinus Spp|Loligo Spp|Mullus Barbatus|Nemipterus Japonicus|Otra Pesca|Parupeneus Indicus|Portunus Pelagicus|Rachycentron Canadum|Rastrelliger Kanagurta|Rhizoprionodon Acutus|Scomberomorus Spp|Selaroides Leptolepis|Sillago Sihama|Sphyraena Spp,-
2017,Q4,10,9,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,3051,2509,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-09,2017,Q4,10,9,3028990,03024600|03028180|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03074220,Chanos Chanos,Acanthopagrus Spp|Acanthurus Monroviae|Caranx Spp|Chanos Chanos|Eleutheronema Spp|Lates Calcarifer|Lethrinus Spp|Loligo Spp|Mullus Barbatus|Nemipterus Japonicus|Otra Pesca|Parupeneus Indicus|Portunus Pelagicus|Rachycentron Canadum|Rastrelliger Kanagurta|Rhizoprionodon Acutus|Scomberomorus Spp|Selaroides Leptolepis|Sillago Sihama|Sphyraena Spp,-
2017,Q4,10,9,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,3051,2509,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-09,2017,Q4,10,9,3028990,03024600|03028180|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03074220,Eleutheronema Spp,Acanthopagrus Spp|Acanthurus Monroviae|Caranx Spp|Chanos Chanos|Eleutheronema Spp|Lates Calcarifer|Lethrinus Spp|Loligo Spp|Mullus Barbatus|Nemipterus Japonicus|Otra Pesca|Parupeneus Indicus|Portunus Pelagicus|Rachycentron Canadum|Rastrelliger Kanagurta|Rhizoprionodon Acutus|Scomberomorus Spp|Selaroides Leptolepis|Sillago Sihama|Sphyraena Spp,-
2017,Q4,10,9,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,3051,2509,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-09,2017,Q4,10,9,3028990,03024600|03028180|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03074220,Lates Calcarifer,Acanthopagrus Spp|Acanthurus Monroviae|Caranx Spp|Chanos Chanos|Eleutheronema Spp|Lates Calcarifer|Lethrinus Spp|Loligo Spp|Mullus Barbatus|Nemipterus Japonicus|Otra Pesca|Parupeneus Indicus|Portunus Pelagicus|Rachycentron Canadum|Rastrelliger Kanagurta|Rhizoprionodon Acutus|Scomberomorus Spp|Selaroides Leptolepis|Sillago Sihama|Sphyraena Spp,-
2017,Q4,10,9,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,3051,2509,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-09,2017,Q4,10,9,3028990,03024600|03028180|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03074220,Lethrinus Spp,Acanthopagrus Spp|Acanthurus Monroviae|Caranx Spp|Chanos Chanos|Eleutheronema Spp|Lates Calcarifer|Lethrinus Spp|Loligo Spp|Mullus Barbatus|Nemipterus Japonicus|Otra Pesca|Parupeneus Indicus|Portunus Pelagicus|Rachycentron Canadum|Rastrelliger Kanagurta|Rhizoprionodon Acutus|Scomberomorus Spp|Selaroides Leptolepis|Sillago Sihama|Sphyraena Spp,-
2017,Q4,10,9,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,3051,2509,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-09,2017,Q4,10,9,3028990,03024600|03028180|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03074220,Mullus Barbatus,Acanthopagrus Spp|Acanthurus Monroviae|Caranx Spp|Chanos Chanos|Eleutheronema Spp|Lates Calcarifer|Lethrinus Spp|Loligo Spp|Mullus Barbatus|Nemipterus Japonicus|Otra Pesca|Parupeneus Indicus|Portunus Pelagicus|Rachycentron Canadum|Rastrelliger Kanagurta|Rhizoprionodon Acutus|Scomberomorus Spp|Selaroides Leptolepis|Sillago Sihama|Sphyraena Spp,-
2017,Q4,10,9,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,3051,2509,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-09,2017,Q4,10,9,3028990,03024600|03028180|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03074220,Nemipterus Japonicus,Acanthopagrus Spp|Acanthurus Monroviae|Caranx Spp|Chanos Chanos|Eleutheronema Spp|Lates Calcarifer|Lethrinus Spp|Loligo Spp|Mullus Barbatus|Nemipterus Japonicus|Otra Pesca|Parupeneus Indicus|Portunus Pelagicus|Rachycentron Canadum|Rastrelliger Kanagurta|Rhizoprionodon Acutus|Scomberomorus Spp|Selaroides Leptolepis|Sillago Sihama|Sphyraena Spp,-
2017,Q4,10,9,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,3051,2509,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-09,2017,Q4,10,9,3028990,03024600|03028180|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03074220,Otra Pesca,Acanthopagrus Spp|Acanthurus Monroviae|Caranx Spp|Chanos Chanos|Eleutheronema Spp|Lates Calcarifer|Lethrinus Spp|Loligo Spp|Mullus Barbatus|Nemipterus Japonicus|Otra Pesca|Parupeneus Indicus|Portunus Pelagicus|Rachycentron Canadum|Rastrelliger Kanagurta|Rhizoprionodon Acutus|Scomberomorus Spp|Selaroides Leptolepis|Sillago Sihama|Sphyraena Spp,-
2017,Q4,10,9,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,3051,2509,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-09,2017,Q4,10,9,3028990,03024600|03028180|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03074220,Parupeneus Indicus,Acanthopagrus Spp|Acanthurus Monroviae|Caranx Spp|Chanos Chanos|Eleutheronema Spp|Lates Calcarifer|Lethrinus Spp|Loligo Spp|Mullus Barbatus|Nemipterus Japonicus|Otra Pesca|Parupeneus Indicus|Portunus Pelagicus|Rachycentron Canadum|Rastrelliger Kanagurta|Rhizoprionodon Acutus|Scomberomorus Spp|Selaroides Leptolepis|Sillago Sihama|Sphyraena Spp,-
2017,Q4,10,9,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,3051,2509,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-09,2017,Q4,10,9,3028990,03024600|03028180|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03074220,Rastrelliger Kanagurta,Acanthopagrus Spp|Acanthurus Monroviae|Caranx Spp|Chanos Chanos|Eleutheronema Spp|Lates Calcarifer|Lethrinus Spp|Loligo Spp|Mullus Barbatus|Nemipterus Japonicus|Otra Pesca|Parupeneus Indicus|Portunus Pelagicus|Rachycentron Canadum|Rastrelliger Kanagurta|Rhizoprionodon Acutus|Scomberomorus Spp|Selaroides Leptolepis|Sillago Sihama|Sphyraena Spp,-
2017,Q4,10,9,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,3051,2509,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-09,2017,Q4,10,9,3028990,03024600|03028180|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03074220,Scomberomorus Spp,Acanthopagrus Spp|Acanthurus Monroviae|Caranx Spp|Chanos Chanos|Eleutheronema Spp|Lates Calcarifer|Lethrinus Spp|Loligo Spp|Mullus Barbatus|Nemipterus Japonicus|Otra Pesca|Parupeneus Indicus|Portunus Pelagicus|Rachycentron Canadum|Rastrelliger Kanagurta|Rhizoprionodon Acutus|Scomberomorus Spp|Selaroides Leptolepis|Sillago Sihama|Sphyraena Spp,-
2017,Q4,10,9,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,3051,2509,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-09,2017,Q4,10,9,3028990,03024600|03028180|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03074220,Selaroides Leptolepis,Acanthopagrus Spp|Acanthurus Monroviae|Caranx Spp|Chanos Chanos|Eleutheronema Spp|Lates Calcarifer|Lethrinus Spp|Loligo Spp|Mullus Barbatus|Nemipterus Japonicus|Otra Pesca|Parupeneus Indicus|Portunus Pelagicus|Rachycentron Canadum|Rastrelliger Kanagurta|Rhizoprionodon Acutus|Scomberomorus Spp|Selaroides Leptolepis|Sillago Sihama|Sphyraena Spp,-
2017,Q4,10,9,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,3051,2509,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-09,2017,Q4,10,9,3028990,03024600|03028180|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03074220,Sillago Sihama,Acanthopagrus Spp|Acanthurus Monroviae|Caranx Spp|Chanos Chanos|Eleutheronema Spp|Lates Calcarifer|Lethrinus Spp|Loligo Spp|Mullus Barbatus|Nemipterus Japonicus|Otra Pesca|Parupeneus Indicus|Portunus Pelagicus|Rachycentron Canadum|Rastrelliger Kanagurta|Rhizoprionodon Acutus|Scomberomorus Spp|Selaroides Leptolepis|Sillago Sihama|Sphyraena Spp,-
2017,Q4,10,9,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,3051,2509,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-09,2017,Q4,10,9,3028990,03024600|03028180|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03074220,Sphyraena Spp,Acanthopagrus Spp|Acanthurus Monroviae|Caranx Spp|Chanos Chanos|Eleutheronema Spp|Lates Calcarifer|Lethrinus Spp|Loligo Spp|Mullus Barbatus|Nemipterus Japonicus|Otra Pesca|Parupeneus Indicus|Portunus Pelagicus|Rachycentron Canadum|Rastrelliger Kanagurta|Rhizoprionodon Acutus|Scomberomorus Spp|Selaroides Leptolepis|Sillago Sihama|Sphyraena Spp,-
2017,Q4,10,9,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,3051,2509,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-09,2017,Q4,10,9,3063390,03024600|03028180|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03074220,Portunus Pelagicus,Acanthopagrus Spp|Acanthurus Monroviae|Caranx Spp|Chanos Chanos|Eleutheronema Spp|Lates Calcarifer|Lethrinus Spp|Loligo Spp|Mullus Barbatus|Nemipterus Japonicus|Otra Pesca|Parupeneus Indicus|Portunus Pelagicus|Rachycentron Canadum|Rastrelliger Kanagurta|Rhizoprionodon Acutus|Scomberomorus Spp|Selaroides Leptolepis|Sillago Sihama|Sphyraena Spp,-
2017,Q4,10,9,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,3051,2509,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-09,2017,Q4,10,9,3074220,03024600|03028180|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03074220,Loligo Spp,Acanthopagrus Spp|Acanthurus Monroviae|Caranx Spp|Chanos Chanos|Eleutheronema Spp|Lates Calcarifer|Lethrinus Spp|Loligo Spp|Mullus Barbatus|Nemipterus Japonicus|Otra Pesca|Parupeneus Indicus|Portunus Pelagicus|Rachycentron Canadum|Rastrelliger Kanagurta|Rhizoprionodon Acutus|Scomberomorus Spp|Selaroides Leptolepis|Sillago Sihama|Sphyraena Spp,-
2017,Q4,10,9,VN,GB,"Felixstowe, P",GB,GB,VN,Viet Nam,GB,CVEDP,No,Human Consumption,9600,6144,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-11,2017,Q4,10,11,16052900,16052900,Penaeus Vannamei,Penaeus Vannamei,-
2017,Q4,10,9,VN,GB,Heathrow,GB,GB,VN,Viet Nam,GB,CVEDP,No,Human Consumption,22,6,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-11,2017,Q4,10,11,16052110,16052110,Penaeus Vannamei,Penaeus Vannamei,-
2017,Q4,10,9,SN,GB,Heathrow,GB,GB,SN,Senegal,GB,CVEDP,No,Human Consumption,475,409,/,/,Satisfactory,Satisfactory,Not satisfactory,No,-,-,Not Acceptable,/,/,/,-,/,/,-,-,2. Destruction,7. Physical Hygiene Failure,2017-10-10,2017,Q4,10,10,3028590,03028590|03028990|03028990|03028990|03028990,Pagrus Caeruleostictus,Acanthurus Monroviae|Cephalopholis Taeniops|Lutjanus Agennes|Lutjanus Fulgens|Pagrus Caeruleostictus,-
2017,Q4,10,9,SN,GB,Heathrow,GB,GB,SN,Senegal,GB,CVEDP,No,Human Consumption,475,409,/,/,Satisfactory,Satisfactory,Not satisfactory,No,-,-,Not Acceptable,/,/,/,-,/,/,-,-,2. Destruction,7. Physical Hygiene Failure,2017-10-10,2017,Q4,10,10,3028990,03028590|03028990|03028990|03028990|03028990,Acanthurus Monroviae,Acanthurus Monroviae|Cephalopholis Taeniops|Lutjanus Agennes|Lutjanus Fulgens|Pagrus Caeruleostictus,-
2017,Q4,10,9,SN,GB,Heathrow,GB,GB,SN,Senegal,GB,CVEDP,No,Human Consumption,475,409,/,/,Satisfactory,Satisfactory,Not satisfactory,No,-,-,Not Acceptable,/,/,/,-,/,/,-,-,2. Destruction,7. Physical Hygiene Failure,2017-10-10,2017,Q4,10,10,3028990,03028590|03028990|03028990|03028990|03028990,Cephalopholis Taeniops,Acanthurus Monroviae|Cephalopholis Taeniops|Lutjanus Agennes|Lutjanus Fulgens|Pagrus Caeruleostictus,-
2017,Q4,10,9,SN,GB,Heathrow,GB,GB,SN,Senegal,GB,CVEDP,No,Human Consumption,475,409,/,/,Satisfactory,Satisfactory,Not satisfactory,No,-,-,Not Acceptable,/,/,/,-,/,/,-,-,2. Destruction,7. Physical Hygiene Failure,2017-10-10,2017,Q4,10,10,3028990,03028590|03028990|03028990|03028990|03028990,Lutjanus Agennes,Acanthurus Monroviae|Cephalopholis Taeniops|Lutjanus Agennes|Lutjanus Fulgens|Pagrus Caeruleostictus,-
2017,Q4,10,9,SN,GB,Heathrow,GB,GB,SN,Senegal,GB,CVEDP,No,Human Consumption,475,409,/,/,Satisfactory,Satisfactory,Not satisfactory,No,-,-,Not Acceptable,/,/,/,-,/,/,-,-,2. Destruction,7. Physical Hygiene Failure,2017-10-10,2017,Q4,10,10,3028990,03028590|03028990|03028990|03028990|03028990,Lutjanus Fulgens,Acanthurus Monroviae|Cephalopholis Taeniops|Lutjanus Agennes|Lutjanus Fulgens|Pagrus Caeruleostictus,-
2017,Q4,10,9,TH,GB,"Felixstowe, P",AT,AT,TH,Thailand,GB,CVEDP,No,Human Consumption,20496.64,19120,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-15,2017,Q4,10,15,160232,160232,Aves,Aves,-
2017,Q4,10,9,TH,GB,"Felixstowe, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,21403.2,19600,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-11,2017,Q4,10,11,160232,160232,Aves,Aves,-
2017,Q4,10,9,TH,GB,"Felixstowe, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,20952,19954,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-13,2017,Q4,10,13,160232,160232,Aves,Aves,-
2017,Q4,10,9,TH,GB,"Felixstowe, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,24046.56,23040,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-13,2017,Q4,10,13,160232,160232,Aves,Aves,-
2017,Q4,10,9,TH,GB,"Felixstowe, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,23378.6,22400,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-13,2017,Q4,10,13,160232,160232,Aves,Aves,-
2017,Q4,10,9,TH,GB,"Felixstowe, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,20062.9,19190,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-13,2017,Q4,10,13,160232,160232,Aves,Aves,-
2017,Q4,10,9,TH,GB,"Felixstowe, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,24031.44,23040,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-16,2017,Q4,10,16,160232,160232,Aves,Aves,-
2017,Q4,10,9,VN,GB,"Felixstowe, P",GB,GB,VN,Viet Nam,GB,CVEDP,No,Human Consumption,13200,12000,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Random,Satisfactory,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-11,2017,Q4,10,11,16055600,16055600,Meretrix Lyrata,Meretrix Lyrata,Arsenic As
2017,Q4,10,9,VN,GB,"Felixstowe, P",GB,GB,VN,Viet Nam,GB,CVEDP,No,Human Consumption,13200,12000,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Random,Satisfactory,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-11,2017,Q4,10,11,16055600,16055600,Meretrix Lyrata,Meretrix Lyrata,Cadmium Cd
2017,Q4,10,9,VN,GB,"Felixstowe, P",GB,GB,VN,Viet Nam,GB,CVEDP,No,Human Consumption,13200,12000,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Random,Satisfactory,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-11,2017,Q4,10,11,16055600,16055600,Meretrix Lyrata,Meretrix Lyrata,Lead Pb
2017,Q4,10,9,VN,GB,"Felixstowe, P",GB,GB,VN,Viet Nam,GB,CVEDP,No,Human Consumption,13200,12000,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Random,Satisfactory,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-11,2017,Q4,10,11,16055600,16055600,Meretrix Lyrata,Meretrix Lyrata,Mercury Hg
2017,Q4,10,9,US,GB,Stansted,GB,GB,US,United States,GB,CVEDP,No,Technical Use,6.8,0.05,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Technical Use,-,-,-,2017-10-09,2017,Q4,10,9,30021500,30021500,Otra Mammalia,Otra Mammalia,-
2017,Q4,10,9,US,GB,Stansted,GB,GB,US,United States,GB,CVEDP,No,Technical Use,6.8,0.06,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Technical Use,-,-,-,2017-10-09,2017,Q4,10,9,30021500,30021500,Otra Mammalia,Otra Mammalia,-
2017,Q4,10,9,US,GB,Stansted,GB,GB,US,United States,GB,CVEDP,No,Technical Use,27.21,0.14,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Technical Use,-,-,-,2017-10-09,2017,Q4,10,9,30021500,30021500,Otra Mammalia,Otra Mammalia,-
2017,Q4,10,9,US,GB,Stansted,GB,GB,US,United States,GB,CVEDP,No,Technical Use,27.21,3,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Technical Use,-,-,-,2017-10-09,2017,Q4,10,9,30021500,30021500,Otra Mammalia,Otra Mammalia,-
2017,Q4,10,9,SN,GB,"Tilbury, P",GB,GB,SN,Senegal,GB,CVEDP,No,Human Consumption,21521,20528,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-17,2017,Q4,10,17,3061792,3061792,Penaeus Notialis,Penaeus Notialis,-
2017,Q4,10,9,US,GB,Liverpool,GB,GB,US,United States,GB,CVEDP,No,Human Consumption,82060,81045,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-11,2017,Q4,10,11,51199,51199,-,,-
2017,Q4,10,9,US,GB,Liverpool,GB,GB,US,United States,GB,CVEDP,No,Human Consumption,7,3.24,/,/,Not satisfactory,Not satisfactory,Not Done,No,-,-,Not Acceptable,/,/,/,-,/,/,-,-,2. Destruction,1. Absence/Invalid Certificate,2017-10-11,2017,Q4,10,11,21069092,21069092,-,,-
2017,Q4,10,9,BW,GB,London Gateway,GB,GB,BW,South Africa,GB,CVEDP,No,Human Consumption,24582.8,23016.8,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-12,2017,Q4,10,12,20130,20130,Bos Taurus,Bos Taurus,-
2017,Q4,10,9,BW,GB,London Gateway,GB,GB,BW,South Africa,GB,CVEDP,No,Human Consumption,24899.25,23246.25,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-11,2017,Q4,10,11,20130,20130,Bos Taurus,Bos Taurus,-
2017,Q4,10,9,BW,GB,London Gateway,GB,GB,BW,South Africa,GB,CVEDP,No,Human Consumption,24880.4,23173.4,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-13,2017,Q4,10,13,20130,20130,Bos Taurus,Bos Taurus,-
2017,Q4,10,9,BW,GB,London Gateway,GB,GB,BW,South Africa,GB,CVEDP,No,Human Consumption,24376.8,22768.8,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-11,2017,Q4,10,11,20130,20130,Bos Taurus,Bos Taurus,-
2017,Q4,10,9,BW,GB,London Gateway,GB,GB,BW,South Africa,GB,CVEDP,No,Human Consumption,25028.7,23311.2,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-11,2017,Q4,10,11,20130,20130,Bos Taurus,Bos Taurus,-
2017,Q4,10,9,BW,GB,London Gateway,GB,GB,BW,South Africa,GB,CVEDP,No,Human Consumption,24820.25,23183.75,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-12,2017,Q4,10,12,20130,20130,Bos Taurus,Bos Taurus,-
2017,Q4,10,9,BW,GB,London Gateway,GB,GB,BW,South Africa,GB,CVEDP,No,Human Consumption,24570.65,22896.65,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-11,2017,Q4,10,11,20130,20130,Bos Taurus,Bos Taurus,-
2017,Q4,10,9,BW,GB,London Gateway,GB,GB,BW,South Africa,GB,CVEDP,No,Human Consumption,24717.25,23025.25,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-13,2017,Q4,10,13,20130,20130,Bos Taurus,Bos Taurus,-
2017,Q4,10,9,BW,GB,London Gateway,GB,GB,BW,South Africa,GB,CVEDP,No,Human Consumption,24563.6,22873.1,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-13,2017,Q4,10,13,20130,20130,Bos Taurus,Bos Taurus,-
